review_uuid,review
63af522a-d1c4-44f2-9bdb-6b5585bcb96a,super
e1e9c579-266b-4809-8ea0-b241c14f2fe9,till now working in good condition
8052eff5-fc7b-436c-978d-cb19253b14a8,good
21fbf76b-e2c8-4e55-97f0-2de981a6e4fe,poor cheep quality flipkart am plus memberships customer yr i diserve some better product please am not satisfied for your service sometimes
c3a0612c-8b3b-4849-9e64-1cc95c36302b,nice products mast voice recoding
768f3e81-a72d-48c6-99ce-d93a2bf949bd,after 1 month use touch not working noise service is very poor 1 month now waiting for replacement 
3dcfffa3-58e2-43d2-8cd7-6677b7f7f40a,product is good but installation process is ver bad
79939dad-4684-479d-b4dc-83517adb2aae,it is not google home nest mini it is old generation cannot connect with wifi
b056fe8f-4ccb-4ef7-aa1b-f122d9c8136c,vry nice
2c177ab0-0e86-4028-a263-54a72449adda,good
b9b3f568-da12-469d-8a54-57324ee260b5,nice and super product
8b055f9f-f4a1-4485-ad99-c404de8291fb,osum product
ac944b6d-e468-48d1-a551-b3c935fc5d2c,good
f15c2da0-6ff0-41ea-ac9f-d7b613e59759,best vacuum cleaner available in this price range it is multipurpose and works like a charm
e8a83927-993c-4d43-b515-dbb7a3f62bb7,this is worst quality chinese product
4f7c5317-dcd7-4d40-9335-e1195d9cb8d1,very very poor quality clothe dont buy it
94c7245a-87a3-498a-bfee-621e3baa78c9,fridge not working
83638748-b146-4736-bebb-74010713ea6f,not very good
bc6b2e81-b3f8-4454-8cf0-a13aecba9865,product not looking goodim unsatisfied
b5e6a798-3659-4aa3-bb7f-05c4e7300ea6,very bad product
4a2bdd3a-2477-42ae-bc52-dda41d69c40a,its very bad refrigerator over ecing in freezerthe thermostate is changed for 2 times but the pooblem still persist wastes of money
3835fb04-28b8-4156-8bd6-345905f7994d,beautiful watch
79ca91db-768d-42f8-94e1-eb0a67446e93,good quality
1db69de9-4503-4eb0-a053-b00d0cfbba31,waste no quality plz dont waste your money 
81947754-7a0e-49ad-8a62-57379a463626,wonderful girls must go for it
015586c9-c4c6-4997-a175-111e3941ced3,good product prompt service thanks flipcart
6cb0ac3d-28d7-4b80-b2ad-17c96d6a56fa,this is a very bad cooler company send a second hand and old cooler after 10 to 15 days cooler stop working and the wing of the cooler is supported by mseal and the wing of the cooler is unequal in size
051ab603-7000-459f-8a36-7daeaa086485,late cooling
c167fd6d-6df2-4d0d-9682-810a7e2c7f38,good
c2fba25c-9b86-415d-8484-70b1c24cc13f,amazing
6a44ddb8-3b48-45e9-856a-b9cea4ad87d5,not even a month into buying it and its already showing issues from my search online i see its drivers are faulty and need a replacement avoid if you can
e32a3829-5641-4d14-bcb8-ed8bce520f4d,sound quality is super 
3872f423-bd66-4914-a976-a50d0fcc9ad0,good
723d1353-5743-434e-9419-5806066857f3,it stopped working after 6 monthsno response from services
69f7836c-c933-4a38-9e77-2f99be55425a,good product
9a977abf-0ad3-4d1c-a805-6dd196c84556,superb
7ba0ffb1-2fd8-45db-b94b-f277933e9b03,very bed
ea437348-5996-4abf-a6f1-26e3655f11c7,super
377bfdf9-1512-4b63-9953-2cc67786d90a,sound is low
bc2fbc0f-f98b-4a88-bf4d-5df98ca5697c,excellent
a2652fcf-3c11-4ee2-b273-32f74beceb71,very bad
79aac318-97d7-47c9-9ffc-2dc261514592,nice
5e5c5af0-9641-48ed-beb3-c9a505a216e5,usual apple charger it is
cad350cc-61f2-4048-be0e-b5f5e49869ef,very bad return karun
fdad1de7-958d-43b4-930a-3e362f22e6d9,nice smart tv product and value for money its first day and hope this will be durable product too
2c6c929d-5af8-49fd-938a-79dd277d918d,not bad likin bhuta small h
3c3cc4eb-b8c3-4431-a97e-26f0a5e943bb,horrible product its just a month and not working well
970c5201-365a-459a-9c34-a3612bffb1e0,tish is waste of money please dont buy it is shed is very weak
a4b90a4d-5088-4286-85f0-8ed1fc748192,apple products are always at different level i never have had any lowkey disappointment for this purchase the performance is top notch at this price segment a13 does its level best camera is good not disappointingthe center stage feature is accurate and is really mindblowing it relies on advanced machine learning algorithm to detect pattern where the most important information panel window or toolset appears prominently at the center of the user interface i have also ordered an
7f306715-335a-4735-8829-5df3d8d04424,some time not connected to mobileconnecting cable was very shortwhen i was using youtube that sound was not clear and breaking offline sound was awesome
ed6a4e96-0644-4375-8f5c-b61aa2c5f9ff,super product made my life simpler
06da2c21-b18b-4e4e-9e79-b8e461c9f2ea,very bad product
3455a975-18e4-468a-acbb-f24d710f7470,bad product
647e00eb-7434-40e4-9551-7b9ffd52a0a7,nice psc
51464c9c-fa3d-454f-b983-dbf122f5bfe9,bought 2 of them for emergency use and when i opened the vial with the liquid there was so less of it that the liquid dint drop out of the vial to the testing strip
fe645d40-41a5-49c7-882c-b324a915b165,value for moneytumba chenagi annok agolla nadiyutte no problem for 40 ok kannadiga from davangere
2b0ea22d-5aee-4af7-ab48-cfb6fdf49954,its fantastic i like it so much
140b0d5d-1789-4d02-a15e-4ff06053534b,not much useful because of restrictions1 cannot connect to mobile using bluetooth its connected via wifi only2 cannot be used for calling purpose in india you can use it for call as loudspeaker for calling3 it doesnt contain battery only work when you have electricity cant even use power bank to play music4 works for youtube premium subscription only you can play youtube songs directly or indirectly from mobile also5 not comfortable to change song on ganna wync audio a
104ae028-db4e-4325-8f9b-a4c4e6fcbe59,excellent 
8ce4ba4c-953d-460c-8c6b-8e2d65d3dde8,goodproduct
fae5ca19-909e-4ff6-917f-3f2ed8e7cdef,nice
7b20afdc-0cca-409f-924c-8d5bddf824d1,delivery time too longand installation boy has no experience of workhe broken my plumbering pipe
178ea9b5-5698-46dd-94b5-a83b2cbcef6d,nice
56af5f30-0eff-4b26-b595-b16c2ba90621,very poor sound quility
856dc6f9-07bb-4fe0-a2d5-29de5557391f,best beginner skateboard
fc6274b7-f6f3-47b0-b2ec-3af438e0c356,i honestly didnt like the product but i cant deny that the quality of the product was good you can go for it
77ca7c3d-6dcb-4621-9bcd-1f0b933697e2,very nice
093a9189-899f-4f6d-b58f-c1870340c5f2,worst one
3977e472-d668-4925-962f-99ea04d2b240,very nice
71662804-72fd-43e5-86b0-43c91370d56b,not value for money 
22234a0f-8c68-42e1-b237-281080ff9b9d,this is very bad quality
a9998b25-4949-4b0e-8642-693c7558b8c8,good but its too big
3e2276bb-7911-442e-8619-c58f6ffb3d78,i used maybelline colossal kajal this time thought of giving this a try eyeconic provides better pigmentation not completely smudge proof but stays for a longer period of time love it
e2978dc2-c2e9-45cd-8756-1a0655736bfe,good
3c22188d-e32d-4529-8288-7e80f49a6a29,quality is not good
6e80646b-5207-498b-b0c3-7e1dc9cdbebe,screw of the laptop are loose and not performing well i auto update in insider so many bugs and glitch screen frickning 
d425617f-9f13-4745-8614-5d63970156fc,good quality
e8440a14-0a6f-44d8-b3dc-b13309bfe786,not so good
d520640a-aedb-4613-a79b-9f0bf4f94399,very bad quality isko mat le
de3642ca-10fd-413b-9cec-e6be200458fc,very very bad productno cooling very very very very very very poor and bad product
fc22b664-8cf4-4a20-b068-1354710f1006,good 
7cde4c14-72cf-4170-8779-6020758feaf1,good work
bb072143-f2e3-4c59-ab5e-93e2c12be5ec,working good
c58f089a-8846-4da7-a501-390d367da859,its does not gives air properly and the hangging rod is too short orient is better than in same range dont buy this it has only one year warranty which is not door step but in same range other company gives two or three year door step warranty in same range wrost product i could return it but the seller didnt give me my refund
f08f7133-9335-4e43-b765-b6212805b320,brining this was really one of the best decisions as everything you see now a days is technology and smart as google wakes me up in the morning at night she turns off my lights closes my curtain via paired smart devices to google home and can do alot more add sleeping sound as relaxation as well as fancy lobby music throughout the homemakes me feel rich all i wished is a camera hope they have a camera too like echo
d4dbd777-4817-40b3-9445-ba5e23e01643,very nice product 
c4d8f4e6-108e-40f3-86c3-35b12113c7b0,not good
7ddb7963-d3f4-48f2-a9ae-d85fc166359e,gud one
4883c24a-2b68-4dd4-9b6a-89eaae6bf4e1,avoid poor material poor quality got damaged within 1week of use
e320ae6d-52cd-49cc-926f-358e993c3131,voice is more as compared to coolar
82844038-4b98-40b3-816e-512081e48750,i got a product with lots of scratches on it and i went for replacement and finally got replaced after couple of weeks and lots of calls to flipkart support now the replaced product is also malfunctioning the breaker goes off when we turn this on overall the product quality is very bad the jars quality is of the icecream cans
a0cc3222-01a7-4b73-a1fa-1ccde946be2b,worst product
28a7c4cc-7d29-4de6-bb1c-bda8b31a6889,this football is awesomeim really happy and i thnx flipkart for very fast and safety delivery of productthe football is dm good at this pricesoo u should buy it now
ae4bafea-efef-425e-a6c1-aeb1d163c218,very nice
e54efda0-32ed-44b2-85f3-2e0a75d2744e,good product
82c67a33-e4e7-47dc-8561-82368c16bd95,very good product
d912709f-18c9-4cd7-8415-b66ecf5deee0,not good
8872e1fe-be97-43cb-b13f-fd69c18f146a,one of the best camera to learn photography
efff00b3-63e4-4901-8373-448e0a847543,very good
e4b15a80-c5ca-4d75-8ba0-d8fe2a7bb630,very nice product quality no doubt upto mark as crompton itself known for its quality products
2975cf09-1ba6-454d-a3e0-0e8919f296e8,low quality
b887186e-dae1-4c9f-8c00-6cd9edf79362,1 day ago i rated this product as 5 star but today just after 7 days of installation the geyser is not working and when i am trying to return it i am not able to do it as getting an error today is the last day for return i also called flipkart representative twice and they were also not able to use this option they also did not provide me the email id of flipkart and i am unable to document my issue officially
767ab62d-dac8-4dc5-a0a4-fa85991fa563,not nice 
e28e72fa-f12c-4d6c-b7ea-5b90ec0848f9,bad 
40ec30e8-130e-4cf3-a34c-48791bba3979,amazing product wonderful
a22e15d2-0cd8-4755-94be-0e97f67b2773,if you can affort few thousands extra you can prefer other laptops with same configi came to know about done limitations of this laptoppoor webcam not even suitable for day to day online classessound very low need to connect external speakerskeypad not visible due to same colour of laptop body and keys backlight not availablelow battery backupto save cost asus has done these compromisesperformance wise doesnt see any issue but since im using hp laptop also these small th
217d5f66-d1f5-4f0b-bee5-4a584474857b,not a fast charger
bd1e5214-d216-4ca3-8337-0ae5d00f9e01,router signal transmission is very goodbot not working properly in pppoe mode as a wired routeralways face relogin problem
08dce7a3-ae3f-4c2f-a658-66e892041508,it is amazing speaker and its sound quality is very good and high sound i am so happy
91f733dc-daf9-42e8-8c11-1db3f3c04aa9,very good product i am little bit upset with display quality and somehow buildquality is not as good as provided by dell or hp but this laptop is very economical and good for students 
14a37612-9b0e-4ca6-b1d1-7a86aacd9976,not a original product we cant claim warranty and the product is not same like boat website productits a copy of boat stone 350 so ill suggest u all to buy it from boat official website
a44acea4-8b45-44a9-bba2-42a65cd363be,not working
c89785fe-88cc-4956-8f7e-fea6ab7c4c95,it stoped working within few daysit is stucking to much waste of time and money
7807d39f-f7ef-49ad-96f0-3b75bf6c51f7,bad product
5505c1fa-88f5-4b06-a176-2d5e94a9846d,as soon as you buy this product you need to pay extra while installation for additional part which will give you only by installation engineer and every year you have to around half of the price to change the internal ro and uv and all
1dfdbeb4-b259-4ee9-924f-6fe548eccb91,very good
182e071d-4bd1-4498-a7a6-1677dd3a2c84,awesome 
c05a1317-58cf-4c7f-9aae-eb9eb8bf8ace,good quality
10e28059-241b-4707-b000-c591524384f8,bad
0ffebc97-200e-4907-81d1-89cd5557b0bb,look wise it is so good
69234d74-d312-403d-97fa-8c7dd1c854da,plus drawing book
874cf793-1960-45d7-b76f-9f42b1379593,its not goodafter one month using now not working
032d558d-727f-4f5e-b687-b5ea93532a58,very hard football 
90c01bd5-c948-4135-9f8c-a2076e28fea7,the worst quality after first time use the material torn out request flipkart not to promote such cheap material
88b04f12-9988-44f0-bce4-d8c804210bda,very light weight with low bass
bd2090b4-b5b0-4484-b435-6117d24449ed,value for money
30e0fecd-8dd7-483e-9291-a7ff220be2e4,very good product
92391c80-80ad-463d-b5a8-55467f0eba9b,charge not conectet
c02d04dd-3d6a-431a-b9fc-bac7a73469c1,very very waste dont buy this
2905bd8a-925d-4199-8f81-b5a764d0606d,bad quality
6b146890-60ee-4686-a5cf-e7fb813be9a0,flipkart is very bad co
3cafad62-3586-461a-8b61-ccc04c7aef93,superb product must buy and use this product
806dcafb-f8ec-4004-9798-0ad9183134c3,product is good but delivery boy is very rude misbehave with customers
f5f187a5-dc86-4927-bbca-02a6f2510aa6,usable for 1 day only
a123dc43-65d9-481a-8b32-fc5906d1cce0,not a good ball its hard and doesnt spinn like a normal ball
49e38856-b6ec-4ccd-a25c-ad2e507fca2d,good product
3713dd51-2f84-458d-a6d5-90bc81570169,bad quality
9ae275dd-e1fe-4723-820c-ff2bbed8b05c,very comfortable i thing good product in this price
35bdc2af-546d-40fa-aa88-02ca723bf1e1,good for google pixel 6a
c0c89077-20b5-4ab6-8dfd-28b026a42627,phone is good but camera is not good as excepted
a2a48a48-d32a-427f-95a1-eae1ffb5fd4c,so much lateand veryy poor experience with jeevs
49d45f43-f6a4-4c4d-b72c-c7b88c2a9d8a,material is so hard and painful when i tried to tight 
6032ceab-9c74-44dd-bc80-fef169e8bb84,just well but egg try is not good means so small 
765fb378-3b67-4cae-af9b-4bf05571fde7,value for money for this offer
11fabf01-0c14-414c-b430-9a6f5ef58404,osm dark kajal nice product
a98ea28d-ac45-4124-8bcf-c096c6ca4bed,nice
c74dbbe4-ce0a-4299-8cfa-762650f8bae0,nice product
3de19462-3973-4fc3-87af-16778aa6c99e,good product dump these aquaguard pureit kent and all those brands very good ro with all best features at a good price water tastes good on time installation amc cost remains the almost the same for all brands blindly go for it ps im an existing user of aquaguard
39968bb7-7272-4be8-a270-075d144164d2,very good
06e46465-b2c7-40cf-8edd-368d7a0625fd,update after using it for almost an year the rice ingredient of dosa batter is not grinding properly we will still see the pieces of rice after grinding it for an hour for small quantity as well
b0dee83f-ed37-4c77-b4d9-5fcf4d42c90d,worth productgood storage pack
6208c672-5c31-4cc3-8aa1-e5b82edf671e,dont let the low price fool you into buying it u will regret it within days the product material is of very basic quality kitchen appliances are bound to be robust but this product is quite opposite of that my suggestion put 1000 or 1500 more and buy a product which will stay in your kitchen for sometime
d7065176-6f11-4103-92be-58aab60c83b7,fantastic producti am very happy and it is as it is shown in the image by flipcartsound quality and calling quality is outstandingi must say its a worthy product
4635dfc8-bc8b-41ed-889b-2623180f5233,very good product
a8679f2f-085b-4424-88e7-6bae8061d0fb,product is same but small vegetable box and medicine box is missing inner part is not same as shwon in image it was not expected by flipkart team
27905b04-0f76-4aef-ae1e-aabc6b503579,power back up is so poor 
076e738d-0e0b-4979-a6a3-98fb1f05187f,quality is very bad its silky
abc2831c-9536-4649-a838-06a0fc32d4dc,beautiful
7f11fbc4-1dbb-437a-ab45-4002672946e5,taste is good installation is very fast same day installation installation men is very politely good servicepure it water purifier is good
11331879-a65e-4bb2-b826-0741b9080482,total waste
4e4183ba-6a8f-4fee-83ee-56964ce8cabc,good product
97ba93e1-bf80-49d0-8893-544ef091764d,length is small some what uncomfortable
17074b32-50a6-41f2-a9b3-bc750518dfc3,good
ec0f31bf-d102-486a-a97d-51e036a71634,within 2 months its broken
f6fea11f-6df7-443c-9894-ea6d7c907a4c,worth for money
abfcaf11-aa16-4de5-81da-21e99a087f2f,there is no any complaints about the tv the complaint is about only the jeevs idiots tht they wont give good responce to you pupils
8a170913-4bd6-4790-99da-b6a00d00c48c,dont buy worst product if you buy cause its cheap it dont even work for a month
fc87a01f-259e-4b37-8f1e-90d713ee3028,very soft material value for money
f7692f0c-e143-45fb-b622-f435dd4b1be1,nice nice product awesome bass sound quality so smooth 
e9684cd9-00fe-41e7-a3b6-e9863ab7bda5,bad
b04c38c2-278d-4fe2-8518-30801d23b690,better quality blue chip stabilizer must recognise everyone buy this productthanks flipkart 
2af7d4bf-63d3-44fd-8ae0-f98dd9f0eeda,nice
c7e9853e-42ed-4f87-9775-b4a557431625,good
97cd8f2f-7ead-455e-8f4a-b9f215fd3270,nice quality
067c6b2a-4055-40ae-afec-9f9d86d70adf,good in this price
b7281cac-4855-4bd4-999d-fce3d9d6a7ab,nice product
3c7a6474-1bc9-42af-9fad-3d7b555cef9d,not good
168472f8-6c14-4adf-a89c-a2af6a550451,water pump motor failure after buy with in a month and no service provided by crompton
d6ba36d5-d888-4526-8482-0f9f2d79d183,nice product
859b0db5-a0f8-4f73-aca5-ce1f4c752bf9,bowl and plate thin wrost
05931e6b-b579-4cff-ae67-647e2b023275,quality below parwaste of money
4ebd909e-34dd-4e9b-a06d-43d5c52a89a3,good product valuable money
c32174d4-dab0-4287-ba8a-d9a398345222,quality is not good
cc2b80db-d330-4caf-99c3-8642d65f3e72,super looking and full money vasul 
3a71b996-f28e-4fa7-98bb-5ae0d0ed397d,very poor quality
1794853d-ec3b-4612-865c-16e925ae5d45,i received damage product butflipkart policy is good so replace my productand give it a new mixer same price and qualityi am happythanks flipkart
ab49d668-4778-4b92-9f72-a7bbcc21a993,very good for two people 
be525613-5944-4aa6-9d24-c364f3438f1f,last month i have purchased this item bajaj gx 1 mixer grinder but i am unhappy and very poor quality
e06e7d62-5fbf-40fd-9835-36d534009571,not good stomach distrub
060b02e4-2bcd-4109-9578-32eba5a9efab,very very bad
c9655229-e6a4-4082-ad23-b23ab31d495d,not worth at this cost
c441d064-8eb8-4994-8bf4-17601a4e68ba,one week used of this machine105 kg varient1 machine is so much silent2 direct motor in this machine so its been fast and very effective3 value for money4 performance is good5 multiple options for clothes6 its 5 star so use less electricitycons1 installation is very bad experience person make a scratch on washing machine2 installation is delay
0c463b99-59c0-4d21-8ab1-9f255756f4c6,amazing delivery was fast too 
02b3f72d-77f9-4263-a19e-c87fa11a92b6,nice one
d7096cc8-dadf-49b0-aa90-72adf72eba5e,good
f0d44947-7507-4f3d-a2c1-728237b59e9d,the swing equipment is of very low quality and horizontal swing doesnt work manually its stuck back to straight
62a73c63-4608-4840-8744-2d5bdeef6e90,good
270bb86f-846e-42be-a3eb-fd18e7324e6d,very bad
ff6f38b3-7092-407c-b1a9-89ce40b9bea2,super
bcb01e89-21ec-4f7d-aa0a-4dd4b5bda885,speed of fan is slow looking dull compared with symphony pay little more and purchase symphony
17e27419-f11a-45be-8653-5fd652c73d95,best product for kidsthank u
b3941a54-12ad-4f59-85e6-8e770c87a8d1,bad product i have done only 2 ground session with football and now its bladder is visible 
5911deed-96e5-4372-8eb4-ab7670e7854b,poor quality and cap is rusting within one use only
c1dac86b-01b1-4036-9381-a52e38662cc3,poor quality
0392aa35-3336-48f4-b332-b132cfefb98c,good product as it is shown at catalogue
f93cf1fc-fae4-477d-8f54-2c64c9ec45d8,good and best quality but time to late delivered
72a9f2a2-de5d-4b93-8147-1622bb3c174e,very good
81a25c50-4b97-4b83-a8e6-1568d79af28b,rice getting dry down side
82007124-a47b-48b9-9902-e0eb300b3bbe,good product
59e9533e-0e11-4c7b-88af-2ecafad47f4f,nice
a7028322-000e-49b0-bdb8-0aba389a289e,good product 
f8e17b32-27d3-4cb4-a832-7b6664075916,very bad products
782ed33c-9a9c-4078-a381-050713dbc952,nice product
e666ed89-3457-4036-a41b-c9073593788a,amazing product with nice packeging
35218d99-e756-4db7-a7ee-afea1783c610,good product
0b9c961c-546b-4fb7-a3e6-2a2821f1c2d9,the outer material is strong but it will get rashes for foot when wearing it and so the sole which is provided in it is just a thin layer of foam it will tear after within 2days of wearing it
6717ee98-1322-4816-84ac-4572878cd2a4,good
319e90d3-f2fc-475b-b537-679a34be67e9,product quality is very poor its made of some smelly rubber this is surely not a football but some cheap quality rubber ball made as football product quality 2 starsdelivery again rocks i got this product in very short time
ec1001eb-7489-46a8-bb1b-cc0fb85fc5fd,not a good product
01a062d6-6310-491f-b0d7-4e70d4dcceae,less than 100 copy can print high cost cartridge
5192bac6-6ecf-4b87-8137-ea8967e6e448,broken
3193cd7e-d9cb-4656-9cf8-d11299c61003,nice product
bb716180-d486-45ae-a1c6-9705a868ea6d,very very worst product
a533db10-ddac-42fa-a9dd-9e2b67f50f6a,very good product i luv it
e0c447bf-d5f6-410c-b52c-1e622e4fc667,nice
14b118d4-6e46-441c-b2b5-bd9fd2183b5e,its working good
2a033340-852d-475a-a367-b899a69d3ed6,good
d3980a21-d6f3-478b-9171-74f3820fea4f,heater is not good at all no heater
40b5ab54-5fb8-4c85-9fb3-79a192430828,excellent
20215487-201e-491a-8ace-5fc26fddc2cd,good product
166373f3-c315-4bf5-9e3d-17a13afe4cba,good
7f8e6e0d-58ff-4cfe-bc26-52bdab5fd6a8,if u r buying by looking wifi its horrible
4f3caf0b-a5f6-434c-8efd-2e9001e7486e,cost of the cooker is little bit high
524e84a7-61db-4c66-b128-0edf7a3b6122,very super product and excellent
d7dd919d-4cac-461b-a8e0-b0f2fa42c854,too tough playing experience is worst
cdc4d569-1993-4bb1-a1e1-3e9ee097cb8a,not so good
946dd808-e61c-4b23-bc92-afcfb03993b7,worst ever first time when i was using the cooker smoke came out smelling like plastic i was about to return but the smell when away then the second problem was after 3 use the inside colour became all black its just not a good one even the rice stick to the bottom i just made a huge mistake by buying this product
c2cf2f95-4582-4978-8ce7-faab6daa65f2,poor clarity
84ff833e-357d-41b7-91d1-7b2203106e1c,it was great in the beginning but after a month of usage the mic is not working properly i have to send commands multiple times for it to work despite being clear everytime ive used alexa in the past and i feel that its superior than the nest mini if youre just looking for a simple speaker then get this if you want to interact with the assistant get things done then avoid using this
0b474b6f-7feb-4c28-a5fd-5c272d7d4d33,not good
853d6b29-e889-45c4-8e0a-7153f437c44b,awesome product
febcc894-e06b-46d9-9adc-ba90a2c38bc1,ok not best
f825f55e-fb34-484e-a152-081369cd08e6,nice cycle
679c2338-f476-495b-aa75-06e37c4727e9,good
444ad500-9c4b-43b8-ae07-81b11d3b346c,received this product we purchase this mixer only because of bajaj but after some time its button got damaged not repaired by local electric store
e614942d-2062-4a6e-b48b-4f49e5b900a5,its good
0e8f171c-c0d9-45d5-b1ee-7e5f47f6de17,not heppy
6a31125a-8675-4f17-a3d9-98a81b123431,nyc very comfortable and adjust good i like
981e9d28-886a-4fd0-be04-a5345620fa60,i have been this sound bar last 2 daysand i am very impressed from sound quality and extra bassi would love recommend those people who looking for budget friendly sound bar
2f0962cb-91db-41af-83a9-9475de559cbb,product is worthy but little disappointed with packing
9d2723cf-8531-488a-9c4a-234c1f3af74f,price is little high
b3f3b4c0-2b81-4d7d-85e4-7a1f471ecf8a,does not work
eb2dd73b-711c-4525-b171-8bc937bd86e3,good 
666ea26e-c72e-4e10-8927-90eb7ef795f4,good products
49ae16d1-7bd1-44d6-8d5b-2cc020f01f2a,really liked the build quality suction power is great service from faber so no concerns there either
775667b4-e098-4daf-af3b-0fe6c56a232a,bad
7ddad0df-85cc-4e28-9d45-3db9fde44d4a,bad product 
f92b510c-04f3-4a9b-a88c-029643ecb9a4,good
be6094cb-19cd-449c-93fe-9bd974a8d6e7,just love this thanks a lot flipkart for this awesome product
5d547138-4d51-463f-a06a-34692f7e03c4,super too good
7b116d5c-b719-4718-a645-07a100b0e691,sold me at higher price and also not good in cooling 
3b6e207b-b48d-44de-8695-f0bd47f4f4cc,smart watch
02d2492b-9acf-496b-8517-e294eadc56b3,bad product
d8242d38-3eeb-4ad8-bef2-e8b2d14afd99,nice hair oil 
b4d2a0d7-6cfd-45cf-896d-8424ed06f772,as expected
c08c6dca-2829-43ce-a65b-425a34d85a3c,good
a8522812-1827-4668-9911-303c42b69432,this is sso small and measuring cup is missing
1656ba8e-6cf4-46c3-86c9-476a468b7a48,very very good product
90c31722-eb5a-4d1f-8b71-9e4e10135b76,good one
edf79b67-bbd4-4b65-8025-da1f48422333,good
69432208-5fd4-44d6-91ef-5ce242a320ea,its too goodgo for it im very happy
5dbcfe83-be4e-4185-89ce-188f0e5ef0a0,good product
7a8bf7fb-f886-44c7-ac1d-a0f257054a82,doesnt value the money
c0f396b4-273e-4369-90c9-cdce30e7a2fa,it is very bad product and waste money
e4adb89a-d407-4e48-bbd8-cc63ffba2e8a,its was okay
761e4da8-2d73-44ee-96e4-171546bbfff6,nice product
5e31c300-a9c4-49b5-a0a5-1a29f4b6c4ef,extremely super worth for the money
09dc8622-f007-4069-8461-bf071c20f306,super
922fdeed-b5a6-413d-a74e-1df92730636e,dont ever go for kent there are lots of hiddden charges of nearly 100 200 per month they will clearly tell u about additional equipments at the time of installation which also cost u a lot but if u r okay with the same then buy it 
6d21f6dc-fd75-447a-bbfa-7dc71d7bbc54,very hard
a81e6c33-b4ec-40e0-b3fb-7ec03ec1de9e,tds control is their service engineer was very good and knowledgeable person get installed on time to purify 7 ltr water it rejects approximately 1314 ltr water at 100 tds level it may cost little bit higher for maintenance per year but good filter comparison to price and looks of others 
44975d50-8905-4b62-b60f-6a04a4826328,using it since last 3 months awesome product with great battery backup sound quality is great both for listening music and during calls you can buy this without any second doubt
84eda1d1-54da-4d2c-a48f-e8160b1ef72a,worst dont buy
9e8e7a61-58f9-4dad-963d-9dff0a3acffa,nice
f02b5f87-1150-4929-b346-15d2195a617d,super
80f615b8-a61b-4f63-8dce-233e7ca88072,2 weeks now still waiting for the technician
9b798981-52c4-4e2b-9e56-faa5b844a4a6,i purchased cooler and within 15 days its stopped working low quality product dont purchase it
e657d66e-3396-4771-acb3-aa8f9215b734,smart choicegausture working properly only one disappointed thing is its oil collector it is hang on very thin support and dont have provided stoppers small rubbing can fall it from hook exhaust pipe is made by flexible aluminium foil i used pvc pipe instead of it so 1500 bucks more to expenditureall other futures are supper suction capacity for oily cooking is best service by faber and good in ahmedabad gujarat
b19a848a-9ed6-42ff-9ca5-08317abe4bd8,so beautiful sound bar valo for many
670f4fda-e57b-42bf-81a8-794478fd2f6f,i loved itt 
b83f93b7-19e8-48d6-ad32-c9f34e2a0497,good
9d6a807b-202d-4a01-81cb-5107f1244d32,good
066d2b3c-f116-453d-8a95-24706cc1b85f,i booked for 6 jar mixer grinder but got delivery of 4 jar mixer grinder neither got exchange nor refund although i had applied twice for return both times return canceled after 7 days
8c2d616a-002d-4bab-a247-d7594a2e15dd,good job 
a4246734-c1a9-4290-b790-0892cf5ae2a3,nice
0b4121cf-adf0-4e22-8e1a-36d6a4e000ef,me good
1ba66c84-fe72-4d90-953a-621d840d3434,not working properly for two weeksworst quality dont purchase 1 rating also waste
e7d4c56a-5a16-43a3-974d-fa323966de80,worse productits tubicast app that connect mobile to setup box is very old versionso when u want to connect your mobile to setup box your mobile will shut down automaticallynow i have get caught in catvisions trapplzdont buy if you value your money
0c8b76c0-7818-4b0d-a2a8-227bd68e1b95,tv is a great product from xiaomi and installation service is amazingly poor by jeeves the technicians were inexperienced fellows they fitted the tv on a tilted wall mount all in all go for the tv bt be a litl careful while the installtion guys hit u 
f47bc886-0fc9-46cf-b7c9-2343d562d772,nice quality
c661f515-5129-4c83-8f16-c43aed0e27d7,good
80b95f34-e073-4dea-a776-907d3e4cdb2e,charger was damaged
e375fcbe-f26f-4ce3-9605-0b4f03157ba7,amazing product
0923ea28-c6e5-4386-9f2c-10f7d24b9233,worst football only after few days whole body is leaking nd valve too wasted my 370 on this never buy sports item online
41d625e2-3e2a-4ea2-8846-58a818eb8047,dont buy this product its very small its shows 7 kg but its 5 kg and after selling this product flipkart will not help you for retrun
a5a6390c-a2f5-4caf-ba10-5b117f992f55,not comfortable
1ff1872d-3770-4900-8afc-80f4d7d23f6b,this is the best
0d157f6b-6d2e-4265-8ad5-aa3fab6a32fc,wonderful
fdee49cb-2972-4f3b-80fc-210528a5d9e8,it was a worrest productit does not connect to any device mobile or pcdont buy this product ever
3fd86d78-955e-4a94-85a7-359eef7a07c4,low quality product on this price
01e8598a-5390-4e61-97b5-54526e882f26,best value products
c6c6826e-bfbe-4fd9-a018-131618168ef6,simply nice fabric is not up to expectations but overall is a good deal
cc0a6dc6-1174-48ff-86c1-4aca636d177b,its good but not best good for beginners
0540fd30-f441-46fb-a821-f94c616bf3cf,the fridge door is so tight it doesnt come off
e1f3786c-e4aa-4bed-b9c2-7257cacc7b5c,disappointed
