review_uuid,review,sentiment
6338a2e7-4c06-4fc7-808c-0349e9a7a705,best quality,positive
5b93c230-a2a7-4b22-9184-6dd001ab7ebd,nice sound quality,positive
a216f875-5ea0-42fb-819e-fc826d932cfa,very poor,Negative
f3127cf4-0a02-4459-9e2c-fa8d6842a7f5,very nice product,Positive
3f4ebd0d-6063-41ac-93ca-28844836049e,dont buy from flipkart thats it but in stores this product is better than online purchasealready dried up on delivery day ,negative
ab545a87-d781-4b57-9e51-0bc0fc522416,awesome product value for money,Positive
48913130-513a-49d4-89b2-2c1a69ab3fd4,its come without any box nd its bill was not correct i pay 200 for this nd written there it was only 156,negative
7cee4e6e-5b98-474d-ad8c-70bca894679f,good,positive
5ae28e71-1a17-4269-b4c0-21f2fea2ec9d,maharaja always no 1,positive
603496a3-97b9-4802-8edd-4476f62af471,the quality is not so good,negative
ea2fdf12-7117-4114-8d23-b42099e55b70,very good product,positive
c86a0342-1cae-47ed-89ec-033b71112db7,worest product,negative
480d50d2-28dd-4704-81c6-c4ee5040cbca,very bad quality ,negative
371b479a-b81f-42f4-97a0-469c6cb0a12b,really a good product it grinds really fast and the noise generated is minimum to mention a negative aspect the dry grind jars lid is poorly designed it breaks easily even if you open it with at most care but it grinds even the toughest things like dry turmeric into a nice powder overall performance is excellent i will surely recommend this product ps i am writing this review after using the product for almost 8 months,positive
58718a96-a987-472d-ad01-bd28a5b296e8,product is really very good,positive
fb829dd4-76c4-4f91-97ae-ac11aad056bb,nice product ,positive
db072d34-6a54-4245-9708-a0f776005847,bad product,negative
8ed0a3c8-d9c9-4e08-9dd3-e04b8cf7b098,there are no wheels to move coolerits very hard to place cooler after filling waterhorrible experiencedont go for this,negative
0cd14c2b-dcb2-4808-ad6c-68bcdd9cbda7,good product but prices are little bit higher,positive
113d2732-8b58-47f8-a851-8e919a8c60ea,good product,positive
1a7a14a7-da9d-4fc8-b77e-ccfe8e480743,very good,positive
60545d32-2896-4f24-9a25-788c03377258,its awesome,positive
b77ae509-3b19-4f08-a744-4548b5dfd795,side racks are too insufficient space not suitable expected better spacious product disappointed,
a6db6971-bb46-4883-a50c-f96d780aaf21,wrost build quality definitly poor,
2eaff97f-8cd8-404a-b2e8-0e039d4ff2a9,very poor,negative
6af9d06a-b597-49da-8983-c21edb20c58e,i will suggest to spend some more money and get a good option,Negative
58c0352f-ea3e-425b-9eb5-8e8257d00886,not good,negative
7e2c71a4-ace3-4ef2-a8a2-1d7c01931725,very good model and performance,Positive
96af960b-7249-499c-a613-f25944dfa1ee,nice cooler high cooling capacity and heavy and durable body,Positive
13e37978-1e7e-4ff4-9b4a-25751a04b67d,not good as shown and described dont buy it,Negative
65b6a204-88fd-4a74-ae67-ed76c0bdc076,no doubt excellent product the only draw back with apple is the pricing which is a bit difficult for everyone to afford it but otherwise a must go product ,Negative
6c148289-68d1-4a52-9797-619dd87afe48,very bad product,negative
e166807f-c96d-46f8-b5f5-73271bf82a38,very bad quality,negative
107e7c51-2b11-40bb-9cb0-c38c5e550967,nice,Positive
7226e1f5-116b-488a-a6b3-fdf77a0a7546,price too high not looking as like pic,Negative
7fbec0f2-e5cd-4d89-a05f-f8f29a0fa5f0,good,positive
45e9cc90-3f6d-4166-a30d-3ed5f9b54b0b,juicer quality very bad i request the company plz improve juicer quality,negative
6550ab24-99ba-48be-9c31-9f502a9d6dd9,not able to use fm radio sound clarity is not clear build quality is not good,negative
496df608-dfcd-457c-9b05-2c39593512c6,awesome ,positive
9ef14dd3-256b-4048-a13e-e3da32372deb,very very bad product just one month working,Negative
6109debf-f459-4c96-9e36-ff9e60ca6a9e,very poor quality,Negative
03d0c7a9-2bb6-404d-8aea-67ebc5c56a7e,not good wire low category,Negative
7c35c3c6-87f9-4c9f-bcba-39d1921735ef,very good service good product,Positive
c9e0b1a2-02c5-4aa9-89c3-3e907cc8d23b,greati like it,positive
840acdfd-2a40-4227-ac63-3a86f3ff44f0,not happy for this quality,Negative
d895ea78-0e2e-44e7-9fb2-26a329135d24,very small very small it stores just a mug full of water not useful for a bathroom may be for common wash basin useless for bathroom its just twice of our palm,negative
bdd6c9ea-a4ee-4ccf-8eb2-fca174c26e8c,bad quality,Negative
cc661eb1-056a-43a1-a491-c7aa29b06000,the model that i ordered was frost free refrigerator there are two models which look very similar however the difference that i found was with the buttons in front this one has just a button for power cool and the temp buttons pic uploaded until it works i have no issues with the buttons though it has 3 stars the unit consumed is very less pic uploaded delivery took just one day just next day in the afternoon the installation guy came opened and installed the refrigerator i a,positive
f2e2c767-c844-4825-b1df-9ef33bdc6f7b,ok packing very bad,negative
628fe7fa-b203-438e-96d4-f3d384d1789f,very good iam happy and thankyou flipkart,positive
55bdd58c-6ddc-466b-841b-6aa7f0e6c6ca,exalant,positive
38d7ca07-c8d7-40ed-bdc1-30e533863886,writing reviews after 8 months of usecable is in good condition at beginning the adapter started working slowly and after some days it totally stopped working also a lot of heating issues xnot a good one try portronics charger,Negative
e9497102-c4d6-4829-a215-c30a00474ed3,worst product dont go for it,negative
e8a34e27-bff4-4baf-adc1-1cea7fcd6719,good,positive
5a5cf4c3-5b43-47cb-b075-01c9ace6dc14,waste of money,negative
74162bdb-250f-4670-a312-41835125bce5,over price not to good quality according to price,negative
670fdb18-f167-400a-9dde-147cde3687a1,so good ,positive
ce409fb6-fdee-4b9b-8338-4291bc5eae00,good product,positive
8aaf7cd4-3318-4378-af36-21a3828317af,door not getting close properly,negative
7fcc1553-f1ec-4e18-8aa3-05c363fe568d,super,positive
9272f499-ce1a-4d84-9678-c492636c8593,lovely show,positive
ab843d39-5eca-4939-afc8-ed805297c8cd,amazing tv life changing,positive
7a333282-0155-48d2-85e1-3edb62ab1945,quality is okay but cant use its key for changjng size,positive
d3b85c1c-697e-4380-867c-523c1b05f3a1,in three days it started to tear apart ,negative
4f986d83-ffd9-43d6-861d-4557ed6f7425,too much noise and short power cable,Negative
f571a771-31a5-460f-8aa0-d29977e89a70,soo hard to play not user friendly,negative
1ab3ca72-44c3-47eb-985f-8834bb877e6b,worst other than user manual useless sewing machine cover and power chord no accessories were delivered as well mentioned in order and user manual,negative
dd73a790-9783-43d6-8c02-66f130a61be1,got defects product its bump on back side but anyway i intstall product not satisfied,negative
9740c220-c69d-4789-9a9b-9d4a6c6abd81,i swear dont buy for this 3liter instant heater its not for bathing purpose its its just wash your face only its produces very warm water only and another thing its not refunded only replacement sooooo dont buy this product,Negative
5e8d00a8-1af8-486f-8f5c-9ee4bbd5ef34,installation worst on 7th feb i got delivered mi tv earlier they mentioned that within 2448hrs instalation executive will come n do needful but they are telling now that by 13th will do the needful very pathetic service,negative
cd8f1903-6f3b-4e67-81d9-822dd1df0469,worse product i have ever seen,negative
e008a1f0-8578-45a8-baae-cc28850fa68f,just awesome,positive
f586df7d-bb50-4ef2-bcb3-d626dc21d9cc,very bad mobile phone every time hanging problem freezing screen while using power off suddenly and restart i have given to service center for 2 times but problem was not solve i will suggest to buy this mobile phone,negative
131e7c1b-bada-4b7f-99fd-1aa7d62c9e45,very badlow quality 1 week for playing ball damagedvery low quality blader,negative
e948b431-ed7d-4ba2-866d-59392a6604d5,worst product ever dont buy this item i recently bought this in jan 2021 by looking at reviews but unfortunately not good at all,negative
1dec4aa1-82b8-4796-99d3-e8d9c347411c,nice,positive
90910b1c-45ca-4b10-9777-05b2b948b36e,quality of cloth is good and worth wearing,positive
829ad7c1-678c-46cc-b27b-14f54cd68c9d,not bad,Negative
93afe8dc-4191-414f-9a1f-22b2bca889be,good product,positive
d26b77fc-7cd0-4ee5-928b-cbaf463c85c1,dose not sufficient air,negative
17153de5-2e97-490b-b975-c2dd98aeb73c,best mobile phone,positive
eb537aaf-3633-4e88-9d0f-a6ce0e6a4ab0,nice,positive
bdc6a151-3096-4100-a530-46def282447e,bad quality,negative
544a11be-924a-40b6-8663-4f370b0a5c97,this is not good,negative
e9ccd0ff-d319-4d3f-bd16-861c20132f34,good goods,positive
6d080e79-4235-4420-9aa2-90d82d1effdf,dont buy this it is not giving cooking like local 2000 cooler after using 1 month i am giving this review,negative
909a4d5c-8c32-4d16-a665-489b5b7b6293,no quality,Negative
b914d2a1-aaee-43c9-bced-de82194692a2,inferior qualitylooks cheap,negative
b257ab9e-71cc-4d30-a727-d8a6cdb34147,no installation provided very pathetic,Negative
0b54721a-e883-445b-a542-a2c708314c04,nice watch but after 3 times order then received my product,Positive
c21d1d41-78bf-4674-b79e-be5dca96a9f5,very bad battery backup only play 56 play 100to low only 2030 notification low ,negative
40083e1d-6043-4304-813a-96b67033ed83,nice,Positive
4d3adf60-46b9-43d3-8564-d59dfd596011,amazing,
a9cb87df-c260-4d59-8355-145cf5cd072c,poor quality,
98769a92-46f1-4c9a-9d1f-e75825e9a811,pretty bad product the keyboard doesnt work anymore after like a month or so the space bar is not so promising,negative
4e94d66c-3026-4bfa-8e24-b68a1855385e,the product of size is 27 but actual size is 1liter only so dont buy,negative
5f547ece-d7aa-45ce-bc6d-8b9e357ae25d,i like this belt,positive
3e5c5ff7-31bf-4d02-be26-04be985450e4,mic is good length is okay but if you think it has noice cancellation property then youre completely wrong it works as regular earphone mic,negative
90c67431-9c2b-49f5-b8ff-258c66dc0f05,boat rockerz 510 is very good productreview after 15 20 daysbattery very very good 1010design i think design wise i will give 910quality great1010connectivity very very fast1010overall view product is amazing ,Positive
0eff911c-1f80-4917-bc4d-0d5839544a24,mic sensitivity is not good and also sounds quality is not great,negative
4344c5fa-9efc-4d7e-aae4-164f5103b803,worth for this price no detects,positive
c8881863-f230-40ea-8bdf-a4c91165f1cc,charger is very goodbut the main thing is price is very high ,Positive
627ba903-8087-4322-899c-ed967416fab7,very bad,negative
ebed9990-6b78-4351-9870-8047a2c2cc26,this small product is awesome in every respect its sound is wonderful looks are amazing and its usefulness is beyond my imagination,positive
19144af6-5f24-4710-9e93-3a07e69eb31a,it is good but it is sooo hard and can damage fastly,negative
5c6ee37d-cb39-49e8-abbf-6ad1e8b6e59b,nice product,Positive
59719f23-d41f-49f2-8a33-f543941ebc24,good,positive
63484e0d-cab9-4f59-99ac-7d45603c53eb,good but duplicate,positive
a671a40d-aed9-4f17-b63f-6d2265c17782,great,positive
674a3144-7fea-4ddb-ad78-3b2b3a2c735e,refrigerator is good and delivered on time but installation was too late,positive
13830b76-8b6e-4191-9bb4-f503608df226,good,positive
75db4fb0-f48a-42b4-ba03-712497a189b3,worst productdont buy it,Negative
a71e78a3-566e-45b6-a02f-9eddad96788e,i had the same range with this router compair ing with my old router which has only 2 antenas i didnt find any improvement of range accuracy,negative
ac4f3039-7031-44ea-8a63-d44cad33f261,good quality,positive
b92c5aff-1036-42f6-ae83-44ad0e9299a7,sound much more and close room not chill,
2d0459d2-ff13-469a-aacd-888605282b95,nice product thank you fillpcard,positive
75e5bdf2-7d39-4f41-a529-56086939c869,nice,positive
27838510-b1e7-4a76-bc78-3e705e536c69,very useful for kitchen,positive
75fd712f-66fb-42a3-bc8c-fd97ba8f67d7,very worest product,negative
1121faa4-25f8-4a64-99d7-44de4ecbe8b7,making too much noise symphony is better,
196f86c7-a793-4cc1-8eb8-e36d577f9773,awesome,positive
73e35d3f-0462-44b4-b969-b83cdfeb8999,worst product air leaks after 1 week,Negative
f764f0dc-1198-4590-8a43-bbd071014753,brittle broken not good,negative
0b71858b-7830-49b6-b0ae-7434f2788280,size too much large,negative
d2216268-fffa-4abd-9216-e4d2b85528b0,nick ,positive
8c47e98e-e8bd-4707-b2fb-83b9a59a7ad3,worked for just 60 days now it is not working,negative
920ce397-47aa-45e1-bda6-fd8e69209f71,super,Positive
b24867b6-a052-445d-8675-d067319a6ee2,low quality product,Negative
05850ee3-2478-4caa-88d5-26081147b419,very good,positive
11361625-a4f9-4d92-b13e-575d41b88f32,very small size,negative
14c146ad-52f5-4342-9e1e-ffaf721f9a4d,worst experience got damaged one,negative
cfcf4e6a-5230-4f71-98d3-3f6beec6e811,nice,positive
06caeb8f-23dc-4f93-88b7-5d69ae4d30b0,good,positive
f8723430-3b24-4801-80b7-075b495294a9,good for using youtube please dont buy it if u want to see videos in hd becoz it only supports upto 1080p overall its a good product and value for money,positive
50d5d62c-8a40-4a6c-9269-19ccac53a70e,sound quality 5 starbass 5 stardesign build quality 5 starbattery backup 5 starconnectivity 5 starvalue of money 5 star,
3be3ab78-db2e-44f2-b601-5412d37397be,bad product,negative
542d6b84-48bc-46bd-92e8-464cce8398eb,pretty good and very easy to use,positive
85b4b619-30e0-4789-92c0-0b7b36b372fa,awesome,
47692b2d-2d7a-4497-ad8f-b6f3f3395e3c,initially worked well but after 5 washes started giving problems all the lights are blinking not happy with performance at allthe machine gets rusted super fastplus do take an amc plan there are frequent malfunctions seen in internal boards and control unit,negative
ceeba8fe-34f5-4d2e-af57-33ab1cd0b1aa,waste of money not worth,negative
1f81a91b-aba8-4103-aeec-4b4bb8485e20,so good product due to reputed brand,positive
23402c77-b3fe-4bc2-b4a6-ef145ae1469b,istollesaion is very very poor,
8968099b-4917-48da-a86e-6fc737d83fe9,good,positive
bd22e115-ce5c-4971-826a-0fc9b4b9b328,this quality is very bad,negative
eff823f3-0a49-4d5e-8256-eac3007e47ff,wow very good product,Positive
b6b13540-8fed-419e-8bb2-ea23b5c26078,not so good,negative
df733c05-686a-4afe-a523-23bb503952d2,nice cooling wonderful product,positive
9c9378aa-5fa7-484e-8c39-850cf66eaf84,good,positive
993e2e58-3f40-4d7e-afd2-fff06f90e462,good finesh diamond qulaity,positive
cdb5987a-9708-4c0a-9fd1-9fb7a9151551,worst i have ever used it sticks to the skin and have produced many a painful blisters on my foot worst on every count a shame on the reputation of liberty it is pertinent to mention that for more than thirty years i am using liberty wears only,negative
43db4f50-d50c-4fe2-94be-4d994f027c76,i had ordered for this and received a damage product twice hence stopped buying this product from flipkart,negative
30e0b766-272b-4509-8cc8-26e002f83620,not satisfiedi use the pack of 250 mbpsbut i get 110 of it maxthis router is not capable of little high speed internet connection,negative
46f8c3f4-cc68-4086-b975-17ed5a2313d1,waste of money,negative
ef9fc9f1-7d45-4674-9a2f-652153581e8c,good,positive
5c63496f-05f9-41fa-b9a1-05410b11bfeb,after 20 days the cooling goes down you dont fell how the 1st day it was dont know where exactly the issue lies even after representative visited same,Negative
66ea5afd-1b52-4834-b424-9887e8110649,not installed basic software and no anti versus,negative
1973b13a-7fec-440c-82d7-4bed6964dc74,product good but delivery is late,positive
2e338b1c-96dc-4599-ae97-9dd5170dca20,very low quality product only very bad product,negative
62bc7fb2-dd2c-44e3-8873-f61c9424b7be,good one,positive
b8a3bdc9-a08a-48c8-930b-b23aa0a0252c,on time delivery by flipkartbutpackage does not come in a sent in a cardboard box which i receive regularly when i ordered from flipkartseller just wrapped some plastic air tight cover around the box and sentinstallation is done with in 1 day of deliveryservice man insist to install a filter which costs around 700 but it is not neededcoming to product it is compact in size and good lookingworks fine but quality of the tap is very low,positive
7806ecde-9090-4bb2-9429-e30f9e702293,connectivity problemchromecast not connected properly worst product,positive
77cdab00-880c-44db-883a-da7a2b3185da,excellent product everyday i use it and this is very useful instrument for me to build my body,positive
bbf4d42e-9a7e-488e-90ca-bacd93bbedd9,boat 510 is awesomesound is super clear also on full volumebass is very very good like thumpingbattery backup is also super its still running from a weekdesign is hot i mean its so smooth and shinyoverall full value of moneyif you planning to buy a headphone no doubt go for it without reading any reviewconsnothing still,positive
febe162a-5fc9-4908-a686-1fa801c752df,wifi screen custing problem is very bad,Negative
ada69444-4c95-48f6-b308-09f1f1a54906,superb quality very good,
30eaa463-65e8-4c7b-aab4-82a2d7edc592,very cheap productplease dont buy this after 2 month it is broked,negative
cfc36f29-a316-4560-803c-463a86da6cba,great product perfect for indian kitchen performance rating is 10 out of 10,Positive
305c73fc-f148-483e-bd45-38aaeccd5e2e,bad quality,Negative
c837ad7b-0098-4b8a-96ed-0e85f2d1bc48,the product worked for about 15 minutes and once the charging was over when we again tryed to charge it we are unable to do so,negative
a3011298-7d2d-4064-b715-2f365e3f6afb,performance no vibration and very less or negligible noise 55 for performance good work by motoroladesign compact design and appropriateuserfriendly interface 55delivery and installation quite not impressed with installation delivery part was good less call and easy tracking delivered on time installation guy was unknown about wifi feature raise complaint in motorola and unfortunately got same guy who came for demo so unable to operate through wifi as of nowvalue,negative
84ec6e41-9200-44b9-9d56-a55bf87bc1a6,not as good,negative
be553f6b-e4d4-41dd-bf08-da37876fc801,rice cooker is some time power supplied and time is too much rice boiled,Negative
473d5440-c799-40ec-ba32-ad461e10dcd5,worst product,negative
d8696248-3a29-47aa-b4f6-fcfe18820762,product quality is not up to mark flipkart return policy is too pathetic to return the product back its already 10 days completed but no body came to return the product so buy the product at your own risk,negative
2a7c32a3-8567-453a-9fe0-73761460e2ba,very good in time delivery beautiful organization from flipcortthank you,positive
59d311f4-7853-4d32-8bf5-fe89283c1014,this is only for music lovers and call is optional it wont work after few days mine worked only for 1 week and im using this only for music it wont support for calling purpose mic wont work after few days,positive
1b4477d4-c584-4775-a837-3a539bee5d5d,nice,positive
d39aeef8-3096-41c4-af6e-4f302b232a73,very poor sound quality,Negative
d61c076c-7ccd-4277-87d5-5d1dfaee8c42,osm i was used only 2 drops of per colours very nice,positive
421f308b-9825-4d5c-a5ae-5c6f14959489,packaging is to good and products is nice quality valu for money on this product,positive
e99b7c60-91a5-40a0-9a7e-784abbe1953e,not good,Negative
6f2e7d64-31d9-4903-918a-79a7d68e4188,good product,positive
2bf6d6c6-4c0f-4b0f-8065-b88531569fc6,good product,Positive
35bbccd1-4c3d-4360-b4a8-a461151cc787,good product,positive
9ece3bf6-c840-467d-a7c1-44dba13c95dd,bad ,negative
fde4d405-bedc-4450-ba43-8a43a081d928,bad quality,negative
faf4081f-1906-486a-a9ad-d8d31c42cc37,owshnm bass good quality jbl 1200w saund best fhiling reyale owshnm thenk yousony ,positive
b3ded16e-74ad-4e4f-ac69-6ad459488228,not bad,positive
25a5ede2-20a9-4355-9ad0-444d608d4a12,good,Positive
5da6a401-78ec-44f8-b603-bfc2801c74e8,inner parts are of low quality can break easily after few days,negative
23431139-d059-42f4-afdf-a4ac0bdfce55,extreme ,positive
7ed303fe-e6c3-4c70-b670-8edc661c1ad8,magic book is very good for children to learn in this children can improve their handwriting,positive
2ed1cd5c-7476-46a5-b6cf-920234f2b155,swing of the cooler stop within a monththat is the difference between symphony and hindwarei have another cooler from symphony this is its 5th year but not having a single rupees problembut hindware is not trustable on electrical appliances1 or 2 thousands doesnt matter if u got good quality cooler for atleast 45 year,negative
23a1c356-3eda-4c4a-9c6d-90804801a9e0,good,positive
95673b39-002e-42fd-a0fd-8e63a0c1ef65,quality is not good,
88a39a9e-68a8-4838-9add-cfd53db1de3a,great very good quality ,positive
fc136544-79ab-4e3d-9ae5-f46ffce6a76b,good sound quality,positive
0b0b2f96-19a8-4e8a-acd1-a951b5a63ab1,sub standard product horrible packing and damaged product recieved,negative
d81a4e09-e5c7-45ed-a8f3-ee7939907319,nice kajal,positive
b115b740-2cc9-46f2-a051-b17d2243db9c,good,positive
e2228282-ebf9-42c5-bbf9-68822c8a63ca,good,positive
98d63ba5-7a2b-4184-85a8-8ec9184a859e,worst product that i ever had brought torn after 5 days of usage and very bad smell after wore ,Negative
20c01e3e-70ad-457d-b79b-9d8dd13a9100,not good refigirator because derefigirator water leckege in side and out side worst product buy the flipkart ,negative
98b1cc2d-55ba-4847-9764-46667e8f010c,good powerbank,positive
74d27e95-463c-469c-ba03-1eeed3d7bbba,very bad quality received,negative
d3134fb6-0c0f-4247-86e4-24b345f08563,good product,positive
5104b94b-6f0e-476c-b0c7-8bdfdc1b0cc5,waste of money,negative
bda2d0b3-a4d2-4c66-8d63-0f2a478b7576,most amazing perfume i have ever used most classy and royal fragrance the best part is it is mild and long lasting the product is,positive
385cae34-673a-4cec-a712-0ee2daf16991,excellent product,positive
abf81570-a5e3-441c-9de5-49deec981903,bad product as 1st gear not working so i replace itreplacement comes with scratches on cycle,negative
2970bf2d-5359-491d-8655-31aeb72b0df0,good product in price range but side finishing of tv is not so good but overall it is worth for money,positive
e5ff81b1-93d7-4be2-bfa9-b564a8340933,its a good,positive
6a303813-ca6f-4e46-8c45-cc88c65fc677,just loved it,Positive
0eb390c9-31d7-4dc2-9738-bea584be5ff2,heavy noise even 1 level water falling outside of coolerits not 45 liter capacity its below 45 literautomatically moving while in 3rd level,negative
146fb6ce-93f8-4725-bd2c-8f49d2b3baee,very bad product,negative
ab6f4cf6-4226-4523-9f2b-c9059169fffb,good amaging product,positive
e75f5978-ce7b-458c-81d0-72d78cca7264,this non sticky hair oil really superb and i have used this before and remember its sweet fragrance,positive
8cffb0f6-814c-40f9-bd12-d4fcdc7e4290,good quality,Positive
6de4c27f-f8ae-4537-87f3-791ee3ab1c48,nice fabric,positive
eaa118e0-53b8-4b9a-8af5-636b1cece76f,average product not good not bad,negative
5c157ad4-2d76-402c-8a76-5bb9b6a72468,price little bit high,negative
bd7b5323-ec33-4ba8-956c-4b05b998d8c4,good product,positive
978eea4e-f051-476f-8cc5-f8f53bcced0d,dont get fooled by the volume of space specified a good chunk is for the freezer which makes it not very usable for people who do not really need things to store a lot of things in the freezer better go for a convertible option,Negative
58391d2d-9b17-4178-86b0-1e99390e42ad,it makes high noise and give off motor burnt smell,negative
256aa0ba-2dc4-4954-b58c-8a5ede94ceff,all systems are good but bass quality not better,negative
e8630e8c-f013-4e2e-81be-d793e21c2ba1,very poor product,Negative
f7b2a8b6-1e92-4c14-aa6f-e335cfb68598,worst productdont buywaste of money ,negative
61f54898-c485-4aac-880d-474777cafebc,very good fridge for family of 34 membersgood cooling and samsung brand,Positive
60b70275-8aeb-4f91-b63b-635a643e7399,nice value for money,positive
a8aca327-8377-48c8-84a0-11d3f5611e22,good,positive
18b5215b-0c87-44f8-a01c-5179a5fe4adf,not good,negative
309a5f85-72e0-4ead-80c7-30a002105420,not smudge proof and water proof,negative
c2a43fbc-a429-442e-b7c9-f4e96a24e346,its worthy for money great product with in this price range if you are using mi 4a pro tv first time using the sound bar with blutooth mode it wont detect you need to update the tv os then it will detect for for blutooth mode feel the great sound experience ,positive
6f080700-de22-4d63-b675-018a8b61e605,nice,positive
099b6c59-46b3-4fda-898c-0efd74606a3e,poor quality,negative
1485328f-429d-43ab-a361-d299e1e589ee,nice one ,positive
f97f948c-bb6a-4866-96a0-d72a7d053f19,thank you,positive
78aa706f-53dd-40f9-9c6d-416f607f0cf4,with in a month its not working due to circuit failure,negative
3a7d1245-80bd-44e2-bc73-08dc92ed8d92,battery backup is not good,negative
123b3017-9bca-4cc8-8816-1eff066ee259,the material is not so strong,negative
d90c9298-408c-4a64-8536-e316477c094f,working fine,positive
f87144f6-6013-4f43-a83b-194cee1b9dfc,sound quality not good,negative
9167d942-3b26-46f3-8ab9-906bb593de41,worst product poor material very very bad packaging,negative
cd74ed6c-ee1b-4663-b663-d8271659372b,doesnt feels like football the material used for this product is not up to the mark ,negative
0ff45c65-8a69-435e-ab30-9d2b15158f8c,not good,negative
f5b62464-a2e4-439b-95ba-6e98ea40aca5,nice,positive
8b5217e7-760b-4575-8370-5e72041a1f49,nice product at low price in big billion sell,positive
ce6b01c3-da73-4e94-a244-1cb5ccd27406,very bad,negative
e3ec9daf-91d0-47e1-bcff-e887c5085988,damage product waste my money,negative
5be054e8-80d6-4d70-8ccd-2113ca966548,easy prep model is really cost effective food processor and easy to handle and acts as a good kitchen companion,positive
a1e96ef5-667f-4b7a-8d8c-9fd5cc2f526d,its working well no issues so far,positive
154191ad-a5de-4adc-b7c4-0403bf201014,very bad and hard,negative
09e186da-6787-4250-9b2e-b204032f9eab,everything is very good and box is very good conditioni purchased this ipad only for gaming thanks flipkart for giving me this product dont think a second go and buy it i am fully satisfied ,positive
90863ac3-4ae1-4f42-a01e-0f75bdc31488,the whole system got corrupt within 20 days of purchasing not recommending this product at all,negative
00f8ef13-95c9-41a7-ae5f-1404b1d8f6dd,air flow is not fast as expected the cooler is good not best even only for one person,negative
80da8dd8-78f5-436a-88c0-d6c6a6dda2b8,mouse isnt good keyboards worth,Negative
fae780e6-83ff-40ca-bd60-4f8500cecb45,so bad,negative
b0d908be-473f-4a39-bb9a-cdffc0b8d42e,good ,positive
9f2598a2-dd4b-4624-9bd8-fc24b33b9a81,not so good nor bad avg qualityin this price range local market is good option,negative
f4abc07f-903a-493a-9b8f-db4fc9d7f45e,nice product,positive
4fc05368-18ea-4145-9150-296f0739ac81,its wrost product,negative
78a9ebf0-9cf4-4f20-a4d5-c55dfe4eec5e,total worst product,negative
9a6b5abc-54d9-4b77-bfc9-92ca8db06be7,good product,positive
a84213ff-6d12-4374-8229-f48ead55fd57,nice product,positive
92abf9a1-c2fd-452f-8942-e04658e29d97,not sufficient air if we stand in front of the cooler then only we are getting otherwise no air,negative
a8733335-ed9e-4967-95f2-1d825f899094,excellent bass and superb quality,positive
b5f9403c-2c07-4b36-9126-17045a14b938,satisfactory,positive
8601ac76-0fd1-49e2-bc0a-28ae31a68eed,very good quality and comfort thank you flipcart for the great deal ,Positive
3e491218-c7db-4a4b-a8f4-686003202963,i have used just 2530 days only soul removed and quality also not good dont buy,Negative
c0cb9df5-ed1f-469f-a1cf-d174fa0c6b55,dont buy this product it get broken in just 5 days,negative
cf829c88-0f90-406b-a574-bf733c7f40df,good working nice,positive
46aba117-3aab-4047-af5e-564366170b1e,quality not acceptable,negative
803be91f-9b4a-4ec6-9609-0ea3716d32f5,very poor dont buy it,negative
576250cd-2534-46fc-9772-d72acc459cb6,ok ok product less space,Positive
8eb5b77b-e617-4435-bb82-002feb1f134b,worst experience from flipkart and seller,negative
707ec5d4-6db6-4e4e-8f4a-2ab0c0e2ab72,nice product,positive
a7d427d7-9663-43f3-a603-226386d3a061,the tv is not switching on now just been a couple of months of use the installation procedure was alsonot up to the mark with a very poor response,negative
626341f0-670d-4f4f-8972-b53119d8bb46,worst product,negative
7d953f88-2510-458c-97d9-d85fca10d220,sturdy and good for beginners,positive
a1dcff81-a23a-4980-af07-7bb91d2a9933,recently i brought this productafter use of one week its not working dont buy this producti am unhappy with this producteven on invoice they are not mensioned near by service center,negative
578dbc2a-92da-4822-a80f-957537504caf,nice product,positive
9320343f-6c1d-4828-a3a9-8f8bdbd7a645,waste of money please dont buy it,negative
a2c0fddb-4633-41fb-aa9f-813af82015ea,performance wise is ok cooling is good but the cooler plastic body quality is not very good,Positive
5c3cdb7d-da4f-4feb-9925-5691d59f55dd,not good,Negative
668250c5-f7ba-436d-9740-769969a1ef4a,good quality and comfortable to wear,
52219d32-9c95-4289-badb-d9f99cf21159,good product but low quality,Negative
3853afe3-6c79-4258-8108-a3319b3e7abf,good,positive
c0bf69f1-ce00-4dcf-9a5b-23255460af97,great experience with this mtb bike highly recommended for all cycle lovers,positive
fdb729fe-2ac1-454e-82f7-139d747a8614,nice mobile worth for money,Positive
35d154aa-01d6-476d-8634-7bb742d88772,froud product not good waste money not usefull,negative
ddc4ff73-8633-4709-a986-6010363c9ba8,good ,positive
87d7e2a3-b08f-4535-8cd7-0a404aabf190,good,Positive
d6a68df9-b511-4977-b4df-96ed5caf082b,damage product,negative
8d5412e7-b2ed-4d83-83df-e7f9d1ba6cf3,shoebite happen from 1st day from the inside attachmentterrible terrible experience,Negative
6e096e9a-bc51-465e-9f11-2f9a1acf8e54,not very useful water accumulation in the vegetables tray,negative
5170a8a9-be7b-41da-872e-60be9b4bad6e,sole tore down within 2 month or regular normal usedont buy it,negative
afd5628f-d20d-46f2-b053-d1c1eeeb492e,very bad cooler,negative
b6cb5db0-ff86-451a-aea6-6f8d0e1d6c6c,poor quality,negative
0f68717a-83b4-4ba7-a522-5792976cb296,ok ok,Positive
